Unnamed: 0,1.0,1.0.1,1.0.2,1.0.3,1.0.4,1.0.5,1.0.6,1.0.7,1.0.8,1.0.9,1.0.10,1.0.11,1.0.12,1.0.13,1.0.14,1.0.15,1.0.16,1.0.17,1.0.18,1.0.19,1.0.20,1.0.21,1.0.22,1.0.23,1.0.24,1.0.25,1.0.26,1.0.27,1.0.28,1.0.29,1.0.30,1.0.31,1.0.32,1.0.33,1.0.34,1.0.35,1.0.36,1.0.37,1.0.38,0.0,0.0.1,0.0.2,0.0.3,0.0.4,0.0.5,0.0.6,0.0.7,0.0.8,0.0.9,0.0.10,0.0.11,0.0.12,0.0.13,0.0.14,0.0.15,0.0.16,0.0.17,0.0.18,0.0.19,0.0.20,0.0.21,0.0.22,0.0.23,0.0.24,0.0.25,0.0.26,0.0.27,0.0.28,0.0.29,0.0.30,0.0.31,0.0.32,0.0.33,0.0.34,0.0.35,0.0.36,0.0.37,0.0.38
695.8409,164737.89,240332.93,232613.37,184063.62,180571.21,217921.89,159453.54,179891.09,118620.17,129092.02,105111.15,127864.56,190504.23,167235.43,116112.53,165833.68,146666.99,201471.82,114918.82,237783.23,124869.41,127390.8,159324.89,259512.37,126461.55,181982.66,150183.98,173420.56,149340.58,150950.09,184023.12,162702.32,151480.95,201109.69,195024.98,126426.0,156079.66,129337.0,191145.48,150641.6,178781.1,178912.88,145019.59,180476.4,200837.35,107149.75,191121.59,222109.94,186588.13,198786.82,217441.85,144047.92,226506.57,271899.21,149900.86,164254.06,144304.03,220455.93,212244.12,165913.51,209512.95,155535.25,220475.74,203755.95,161350.58,115020.96,171481.4,138316.77,188753.42,212787.36,199668.93,129314.91,158242.98,161994.56,177641.95,126149.27,125284.82,140317.62
159.128,70524.79,124791.2,144002.21,124800.54,69078.75,112961.54,168673.38,95171.09,62185.27,33430.6,53506.59,118260.73,102763.06,90064.89,69440.14,150332.12,82255.12,162970.46,104271.02,95284.4,79680.85,72206.81,80605.69,129262.0,113930.46,78733.66,96233.24,45230.98,98974.88,57344.37,90829.07,76620.99,92434.25,124953.53,149549.0,150456.56,62942.15,81701.31,117078.88,64367.36,94465.38,72280.69,124532.67,102179.48,224685.31,20199.0,46012.63,51993.06,83694.85,97738.24,66655.24,78787.33,190271.38,139757.72,133079.23,94523.35,64823.14,96490.51,193446.33,113964.92,138139.34,127292.64,118939.49,116302.33,129104.22,85005.78,104200.57,88837.16,118049.81,148794.39,162482.85,130314.29,111507.63,83618.39,92188.14,75651.11,171494.44,51448.84
261.1325,67010.57,61434.84,56305.65,42944.47,51933.16,77023.45,51908.25,54989.99,49380.73,50166.22,53921.81,47860.57,101672.57,40007.73,33206.73,66118.41,46955.21,58528.38,45856.54,50123.52,54983.11,31940.27,50405.56,60399.88,43039.76,59138.0,42196.85,48162.24,40205.14,43345.38,49222.17,45797.04,37829.26,48957.82,48428.94,40868.22,42938.01,39280.23,44490.79,40747.89,44636.14,45451.44,62521.27,61243.64,41925.69,38617.55,56815.33,47802.07,41031.09,52925.66,47224.13,36120.66,68102.08,45695.57,41114.51,38979.63,50301.76,65821.4,50856.48,72734.41,51274.75,44296.72,78993.06,54370.26,45593.99,34887.35,33038.68,45370.94,43276.26,50854.1,60738.69,36838.86,51051.15,36260.36,40057.5,39296.52,38931.14,27577.78
214.1316,692331.29,709545.35,545310.81,483709.21,589314.35,744376.75,516933.4,561076.43,533389.42,551404.7,539796.82,537462.41,952865.96,431118.58,395714.2,771603.52,456516.42,631563.66,492744.65,542502.06,596294.39,352848.66,518021.01,641472.81,434886.5,662708.63,495348.75,571491.2,497729.8,536886.79,529808.04,513307.09,429741.34,574320.84,527467.82,457300.02,467700.12,460190.81,497696.02,465101.5,495822.63,503225.09,717520.21,655597.44,507249.25,409246.89,597320.86,599211.58,411526.17,528437.21,465676.14,411312.35,675098.69,458996.69,507727.58,441065.43,593320.07,635323.7,568187.9,771922.91,516260.59,507809.5,816705.47,612281.67,601515.69,368240.84,358270.86,540465.7,440951.8,563396.17,638610.49,418759.19,544729.46,418328.28,450534.52,400729.1,428686.18,303296.37
204.084,84195.52,78307.21,93770.79,88364.48,85677.9,83395.12,72602.35,82007.0,76117.49,80595.97,79880.01,78660.33,90658.01,76272.51,74807.5,80925.37,84587.41,87405.93,82681.91,86743.33,75866.92,88438.55,81168.44,89047.26,84627.21,83050.85,73350.7,75194.48,71065.59,73216.41,89600.5,83612.06,65085.68,86174.22,89140.36,80004.9,78161.68,68282.17,84345.39,69575.78,86716.02,85467.88,83604.08,79236.53,86913.83,78841.23,89140.2,89155.93,80515.07,81216.21,85012.34,64673.42,92353.84,92952.48,66890.4,63795.9,74142.02,90229.19,81323.78,81597.14,80789.39,82158.56,86533.87,79257.12,84039.83,76167.63,81645.26,77837.23,79427.08,79283.4,85941.24,60102.23,77935.41,48678.79,78959.92,82974.17,78500.66,68876.29
183.0395,1030419.7,1303473.96,1348678.88,1232452.86,1100564.65,1264664.84,967271.01,1054701.21,1035343.86,1063918.97,994275.75,1091320.05,1211965.01,1040921.47,1031274.6,1266327.15,1035110.29,1206625.49,1119865.5,1367539.04,1064399.95,1076790.52,1051951.37,1301859.96,1023288.56,1217341.69,976576.24,997597.07,1134133.82,1122320.71,1233237.47,1300064.51,963498.43,1136488.02,1290069.92,1054660.85,984569.71,968135.04,1204938.35,1007532.82,1222547.32,1155438.11,1078316.24,1156507.21,1149360.66,1031186.97,1207874.29,1218465.3,1119119.24,1168251.33,1207048.51,986149.98,1204955.03,1417632.36,1004662.24,1001674.76,956351.78,1242559.75,1167580.39,1148762.13,1152084.43,1039137.6,1154242.55,1200242.08,1128252.19,655.33,948417.59,1022778.09,1108957.29,1208559.04,1142976.65,1070292.14,1035780.57,1147290.92,965839.99,1157626.47,1037905.49,935737.93
423.8898,157364.85,218546.16,259079.76,165618.37,161791.11,191784.81,160837.62,161903.68,148865.64,173549.69,149707.92,265661.68,190769.43,238013.99,132573.3,156138.18,274894.19,195136.22,146546.31,221251.45,167974.58,156830.67,162034.18,236032.73,181906.35,177371.71,167335.15,295047.09,164900.64,180078.81,180977.56,221308.34,191716.57,241011.72,132067.14,194090.86,171786.28,146639.18,252173.69,230660.68,138162.93,196195.15,169205.48,181112.22,273827.19,178588.55,171079.21,190846.12,263489.07,239954.81,250686.67,141267.69,170763.77,229418.37,127040.83,147062.0,215823.46,260674.77,163706.47,206516.76,248262.63,219422.51,255812.41,257855.04,141907.09,181422.87,155267.86,207960.95,206633.94,199306.54,227767.43,155372.41,227272.31,197792.48,173030.46,244465.45,200883.58,129986.87
314.12,291608.64,233686.59,244935.11,235539.35,224579.98,239055.35,275866.04,241713.26,222347.13,237737.1,301218.52,239748.43,237767.43,230317.76,208329.51,232692.63,249928.08,242028.0,253883.99,234427.83,259524.02,243793.07,248652.31,246306.24,226084.44,267764.75,237787.7,242169.57,218656.77,201016.38,244650.68,222896.44,217450.93,232709.69,237228.01,204188.55,255136.43,264894.77,234557.39,241671.84,232637.47,247230.88,234630.21,277118.8,258218.8,261682.82,253394.13,211341.27,248431.49,227093.05,268904.19,234154.95,258915.4,211707.44,226691.97,216954.41,221478.86,235048.98,255897.39,252508.19,272935.41,202864.26,286619.71,223020.09,201843.96,230135.77,243802.41,180228.25,246880.83,226431.06,225116.77,221290.18,240748.52,201540.36,223306.85,222655.6,237649.51,220432.45
204.0897,3443678.44,4294658.13,4828652.48,3753023.22,3783318.41,4804297.86,3446751.29,3556065.33,3724636.46,4809447.38,3511431.92,4029633.77,4783075.9,3323649.26,3228046.23,4787936.7,3147648.62,5506790.96,3726192.19,3760457.39,3470944.72,4315496.51,4066829.37,4297717.65,3759666.65,3446975.54,3526217.89,3656317.13,4443422.91,3886531.33,4182487.6,4025300.01,3088960.63,3503764.69,4341793.0,2819025.58,3210050.07,4143984.23,4367619.27,3499421.31,3238372.31,3479710.22,4471339.8,3806293.99,4869650.42,3668616.41,5270925.21,4156734.2,4247803.4,4687469.78,3957095.86,2429446.33,3752799.38,4855858.04,2324672.17,3582824.53,3512943.18,4001250.55,4751377.98,3508021.14,3002894.02,3801000.59,4761680.49,4248999.55,2954517.7,3577422.75,3168768.37,3157191.8,3852360.66,4098720.68,4567450.47,3341085.74,2377941.8,2846691.36,3904445.62,3883612.25,3909969.35,3285386.14
402.1056,457234.36,444327.14,417736.81,441491.58,433293.71,421586.35,379845.08,438095.4,442507.18,403515.41,398711.05,400626.91,405454.06,516212.77,424918.89,452333.81,435674.52,427200.35,412238.71,379314.59,426171.1,446308.73,454389.08,375672.01,409759.14,442722.99,431203.18,417720.89,459299.83,507376.37,404306.91,438510.99,411462.87,422786.18,397308.27,423249.17,411959.98,458979.93,434214.78,447129.72,457772.53,483153.69,376288.52,471077.04,399973.49,433187.32,453225.78,383231.59,491061.39,394636.35,432913.23,362635.63,435732.84,419756.71,437367.7,517786.2,447509.17,405469.33,483950.05,430229.51,459293.55,409364.94,372565.65,402467.67,436791.06,425460.79,391951.01,486622.16,416753.33,475582.81,446960.51,486076.79,414795.04,522484.24,452128.26,444676.48,432319.35,384088.91
151.0323,193703.39,374841.85,27953.97,23990.72,17409.81,20006.95,38742.2,38512.8,127517.07,26708.92,165397.11,78903.2,26709.03,36336.01,33235.22,38052.99,30334.61,94942.9,188011.5,30044.15,50575.4,132599.6,42738.6,37163.36,66495.95,157853.95,22471.12,44402.09,40774.87,62408.21,45356.53,37210.84,28061.74,23185.94,22250.42,39039.24,50605.96,30123.71,39193.56,20131.85,42664.48,41766.89,41568.41,54592.86,32424.44,181910.49,75922.64,28726.34,24603.45,49199.4,106794.01,31796.11,55279.51,41238.8,48397.79,39964.66,49330.87,33935.87,49095.9,123134.28,71999.81,14020.78,10108.84,67254.04,87272.16,34106.15,26794.32,22545.8,117448.4,125065.71,26177.16,52370.92,22913.37,39293.58,70870.39,70688.16,18778.88,22963.34
230.1634,1376735.55,1334863.64,1344390.13,1180826.6,1220762.31,1323036.36,1029063.97,1043975.31,1172096.86,1346087.81,1024022.83,1117965.22,1316187.46,1099364.15,1079281.91,1211904.09,865873.02,1408679.7,1070935.37,1239761.48,1155353.87,1037193.12,1310723.54,1475133.57,1052567.76,1218950.48,1167195.79,1169630.16,1189934.99,1221559.1,1288162.05,1432349.56,901301.62,1195104.33,1259529.76,1095831.34,1077992.97,1198584.08,1252741.86,1107064.94,1052195.17,1234908.02,1281170.53,1293418.99,1206678.15,952826.37,1339273.25,1328207.42,1036748.14,1350579.26,1105871.44,886859.67,1192229.5,1115337.08,1041883.32,1152068.66,1085560.97,1274589.98,1294701.94,1240322.58,1053997.57,1442347.07,1167111.98,1488833.54,1293793.27,1072880.18,949261.79,1503039.5,995861.74,1246974.67,1283753.72,1167244.73,1191855.76,857673.66,967006.36,950428.47,1057068.54,838322.0
394.1318,127774.18,142818.05,128169.29,139273.9,121958.33,130762.62,134759.79,110276.73,109976.37,152883.74,142302.02,138660.09,95784.11,132559.41,159477.29,121481.05,128540.13,164115.91,123944.74,159107.79,105817.87,92993.88,114621.95,143509.99,145412.87,149370.33,132400.19,155323.17,128099.97,112177.33,162592.11,130836.33,136201.22,154437.62,122278.08,115828.93,111359.61,149470.24,171298.12,121641.64,111064.63,117082.28,158256.96,148878.21,115136.53,112141.63,152888.71,147964.61,161325.04,155665.4,119309.7,156747.88,156573.61,142710.9,137908.22,147461.47,119656.57,99256.85,167310.11,122744.53,113539.94,142201.53,137931.7,155138.28,122210.17,145840.5,131713.39,116705.85,131340.41,142572.73,148115.48,170229.25,129710.93,159510.96,142407.59,131807.92,125176.28,149833.34
422.0023,442089.69,471454.88,398903.34,411693.41,394245.49,460520.22,387618.87,427253.83,439982.4,442619.09,350498.62,378074.0,394391.67,461002.65,415663.27,448451.34,397198.38,445188.66,435915.23,396932.09,416251.38,395933.49,443736.84,412894.27,400169.9,451960.31,399861.43,391531.07,444121.46,478396.86,424277.19,429176.13,404935.76,422968.01,385168.63,401579.27,343331.83,432193.01,462487.6,417759.75,375829.23,457335.46,408300.09,494237.61,371419.14,402431.56,453651.67,393486.52,469440.62,411602.63,403826.83,337063.98,475548.8,419705.63,437221.75,461020.67,421286.09,387575.09,465409.16,449514.15,418621.14,407526.07,418216.33,400137.52,431754.76,420486.1,389564.93,411702.0,401492.57,490269.7,466586.44,549648.73,420826.83,645245.79,337010.19,449077.57,383533.45,391297.7
418.0595,30954.4,50907.1,70148.99,44108.04,42073.06,54474.73,21708.98,54226.02,51938.72,48498.89,15425.42,44358.44,48053.99,11060.72,53578.23,56351.32,34879.53,33297.02,58059.77,52053.08,86595.78,41156.33,47825.33,85643.94,50147.37,48547.29,48584.01,55114.22,38733.15,34857.73,28744.21,40244.4,63113.63,49133.95,78571.29,66072.35,102981.45,27476.37,33372.25,54815.58,25246.0,56893.26,52763.27,43448.88,67293.64,38482.07,64611.28,55289.45,40117.52,67351.96,33415.4,23018.86,50255.36,109800.35,21368.71,27450.17,33782.34,47266.21,50472.86,82038.07,38169.96,108462.9,265727.51,34786.36,31939.61,31722.59,126848.62,16114.34,50674.05,30765.52,94864.57,47329.44,34923.22,76350.48,48685.42,40352.12,49530.81,27146.41
788.26,127319.0,142478.39,126176.0,139441.71,121675.0,131376.99,134015.0,110241.0,105063.09,154962.41,140358.79,137290.68,95648.0,132763.0,158846.03,121131.73,128502.0,166830.7,122818.19,162232.0,104834.0,91122.8,113848.0,143778.0,142454.0,148070.08,132084.0,155453.0,126819.14,107230.07,162153.46,129224.59,135207.0,153461.0,122303.0,110124.0,111341.0,149262.0,171012.56,115700.0,111636.0,115123.73,156995.14,147335.62,121493.0,110610.22,151061.82,151881.46,160894.0,154158.2,119328.0,160477.0,155559.36,142066.0,135578.0,147240.0,118955.0,98829.0,167943.38,121974.11,116247.0,140785.0,137189.0,154185.0,120756.05,144525.96,131703.0,116447.0,130523.0,141228.8,148204.0,165423.6,128962.0,153603.0,141770.0,129489.22,122485.68,148831.0
161.0694,43653.36,40363.08,47134.9,41138.84,41252.24,46695.71,17606.01,64487.9,33796.94,29420.46,17784.97,23384.67,36512.91,44540.9,19381.91,27057.0,23232.21,53147.75,55848.3,38546.84,44083.41,28726.51,34457.78,45615.56,29713.16,32860.24,24892.77,34451.88,35194.1,38129.04,39908.38,50019.24,31630.22,26543.43,39427.38,22012.47,14741.3,36929.62,31931.79,33469.33,47223.13,21939.9,32998.57,41942.77,31667.15,27432.04,45044.63,27429.85,29722.9,30757.87,25133.99,14697.92,31883.09,38193.32,24152.16,28415.33,35217.64,43582.38,32786.13,21573.02,16265.31,53414.68,27046.38,38619.18,71109.47,26119.92,19577.39,67520.46,25994.78,42913.41,31380.38,23976.68,31600.38,16044.43,29266.33,44447.2,30189.34,21126.1
164.0475,1307726.86,981801.07,1582445.85,1109463.55,1445019.32,1379146.25,1036001.31,1290414.78,828434.18,927014.76,836241.03,1149698.62,1577141.23,1076393.91,1339585.63,960119.86,1363320.12,1071228.13,1252041.26,1614717.75,1140269.65,1111128.9,1289700.25,1727987.55,1350889.13,1011310.83,1102269.8,1180924.2,1001367.79,970685.44,997047.56,1102071.57,1004998.62,1405685.28,1445535.31,1148897.42,1164952.8,1005676.39,1017459.95,1175617.89,1300998.68,1043479.15,1285280.9,873862.58,1345089.86,834022.18,1086697.76,1109654.96,1148459.2,1304423.05,1584907.07,1055050.95,1209416.79,1695781.97,956269.82,820875.55,939025.19,1686621.92,876159.83,1258740.64,1269108.61,1307842.8,1311346.33,1156969.59,1137651.3,883227.84,1021895.12,1124209.12,1261228.66,1004417.12,1401706.85,771614.85,1248826.41,732176.24,1174863.94,1057352.46,877995.07,968659.58
174.1008,55262.34,52573.28,61621.94,47621.51,62149.91,72321.93,36551.21,81288.39,81724.37,70546.89,38927.18,54975.53,66666.97,48548.79,46580.25,84523.26,53895.98,45747.79,41112.74,69727.34,42647.15,52419.77,52647.09,61182.39,67269.49,62512.71,38338.59,46290.22,51282.48,61047.7,61507.57,45669.22,47485.24,57731.45,82655.35,60953.36,48082.5,44123.99,43582.41,59576.51,54410.8,119330.98,65465.31,62081.24,52987.1,41175.96,56171.62,63192.01,48408.9,55202.08,81202.7,66030.51,70235.01,64460.36,56095.25,56540.81,56022.53,59479.75,79509.7,48653.12,80666.4,48833.85,66400.78,62591.46,35948.01,63115.5,43857.61,47129.45,76962.64,54813.65,46345.03,65218.13,48816.87,80390.05,32887.34,37959.55,42616.87,76475.24
209.0538,4403440.0,4749663.0,5259288.94,5083513.0,4969698.87,5040680.0,4313575.0,4598915.0,4790667.61,4904257.39,4713705.65,4627136.93,5285293.62,4993687.0,4580753.83,4556783.0,4502172.0,5459115.0,4916103.11,5134563.73,4848257.12,4574729.45,4697626.0,4990011.08,4882863.5,4881374.0,4588330.0,5262157.0,4673448.0,5156699.01,5187438.0,4885283.0,4601903.0,4830968.56,4554788.44,4918714.41,4461219.0,4186007.0,5421314.0,4544864.0,4701940.21,5364588.44,4806830.08,4940961.0,4654230.81,4730426.17,5295503.0,4799974.0,4875528.95,4819897.0,4651693.17,4435325.0,4677987.0,5406433.22,4857492.0,4778669.0,4940080.0,5171554.93,4895112.0,5111670.0,4799613.13,4638007.0,4559647.36,4971450.34,5148302.0,4700380.87,4474131.0,4906068.47,4893242.66,5400391.0,5361965.4,5088234.4,4869132.0,6217292.0,4379115.0,4982135.0,4751166.05,4678202.0
476.1528,44471.92,61632.07,45064.51,37286.63,46180.37,45953.21,48296.73,45908.96,34628.71,40484.05,45645.13,37519.39,37716.82,39757.53,30823.28,33704.96,49888.46,45736.59,41045.94,42876.02,42853.09,40419.49,50502.13,46634.96,43667.98,45248.45,40160.91,42423.09,33481.18,33964.43,41532.74,36173.84,35127.02,41127.28,41586.36,36618.2,39106.05,43416.24,43350.31,45026.41,38858.79,39384.25,31466.26,43672.34,42409.27,36821.63,39797.28,38606.2,53016.38,38850.87,52163.71,39086.76,43126.38,41363.7,46306.15,34990.9,41612.71,43754.16,34168.09,40801.29,57115.5,38713.39,44008.92,41462.76,27441.7,40358.06,41549.09,29768.92,48672.98,46072.15,34603.6,36317.52,45795.01,33487.22,36723.47,36765.98,34806.37,41649.2
467.1373,48857.69,61589.35,72885.91,46099.23,54625.25,76452.99,27774.34,49831.03,41828.57,40265.43,28244.8,37766.56,44138.96,123385.88,42472.38,60916.87,47248.21,71462.82,42902.24,56560.73,60254.79,43095.37,58870.13,44917.8,37105.23,61745.56,55816.07,49789.97,49939.96,42677.77,44103.77,55886.1,58189.53,52241.79,62202.02,58813.33,93253.48,40739.23,36674.32,47473.83,74409.84,54188.7,37468.95,55980.88,50333.83,47386.84,57610.15,30806.95,57686.05,54814.0,46057.38,31509.74,58334.63,104773.79,36905.36,48311.98,43126.82,50500.38,50111.94,44012.51,57779.0,82529.82,165516.52,53835.05,49443.11,35940.41,93410.92,100103.59,45239.64,40937.37,78986.6,52123.56,49332.52,61245.91,86845.79,58907.98,45142.44,29911.19
195.1622,20249.49,31678.98,28165.82,24487.47,17869.85,33645.06,17168.3,26948.01,18988.73,31482.14,22339.2,26195.67,19316.11,26684.1,15347.29,31486.07,19162.18,29855.71,16568.98,28937.59,19910.23,29263.39,17022.25,31113.85,15091.48,30284.35,21070.28,23514.54,31455.69,37775.74,24841.2,34515.22,17888.47,37098.74,23224.87,25144.27,23991.96,26901.83,29882.64,17841.85,25133.66,19233.47,36777.13,20231.47,30870.35,20221.16,27640.87,41385.3,23290.46,33522.97,21422.27,24928.98,30052.82,34556.67,16700.2,21861.07,14028.61,25911.95,19814.43,28545.7,17997.11,27380.17,30144.44,31292.35,24839.25,39094.65,28315.8,27309.05,19237.61,29559.13,33055.05,31190.13,37218.49,23594.63,33219.83,24330.4,23498.42,25672.65
122.0071,160274.27,162401.99,174054.7,164963.95,163759.7,149181.03,107130.59,149753.31,166681.53,161835.0,155383.92,176835.65,159017.35,153685.0,146068.31,154286.02,176982.41,172039.39,144225.13,141868.56,137137.85,166149.13,160918.98,172716.27,156887.43,143635.6,153505.43,152235.35,126568.69,130526.15,162498.18,161199.89,117876.09,169150.19,158066.61,131014.93,139159.07,150441.08,172618.83,158161.26,146400.48,153473.96,149748.49,159263.06,168541.65,194462.7,172428.63,151026.8,167582.56,125601.5,167573.24,112236.88,138274.67,171021.68,114520.57,118538.31,142483.74,168334.25,180851.43,146468.99,162254.85,158423.18,150524.57,147713.75,151797.64,148268.76,140557.62,150467.88,180717.25,166459.21,134187.19,104691.32,156871.29,90781.28,146277.07,138027.4,175642.4,128276.97
222.1206,87407.19,88678.79,144002.12,108293.68,101557.54,137157.89,48935.81,97793.45,97513.41,93363.01,70715.33,101917.07,109977.49,92607.96,97031.89,102121.75,61823.26,122486.66,107654.27,136521.09,71040.93,92919.41,102717.3,124023.55,74795.61,114401.56,99515.48,102410.37,93421.9,113404.45,135795.63,112646.67,62030.2,103286.58,127028.67,85661.18,98315.42,84864.08,127322.57,87826.41,92214.29,115922.87,120571.5,126053.54,105742.52,84812.95,115372.75,98681.19,91734.37,117819.53,114651.46,78586.66,117626.78,112212.8,58129.02,95055.57,66578.76,127391.66,142496.14,85815.17,101261.49,102667.6,85966.25,120603.84,102943.91,98635.05,81524.81,106921.57,94444.04,99285.61,117232.27,80142.61,54490.95,63148.88,46243.71,69282.5,85159.4,84707.57
703.153,101515.09,90631.41,173825.16,99182.56,116452.56,126644.05,55524.22,119566.81,99649.51,84214.73,61960.65,86581.22,121413.33,147765.72,141747.04,140655.24,154955.82,97136.14,95194.55,84546.84,149018.94,137993.25,141428.62,89542.52,90301.78,126360.51,115324.56,110999.45,122882.85,95434.56,81576.88,90712.23,133133.75,99854.15,145571.39,137441.63,192250.0,122033.8,104454.52,108869.51,100174.79,141240.1,73173.92,122485.06,91765.09,115143.11,119007.49,87789.06,164548.72,91098.32,132029.51,108292.17,125250.85,201807.55,87308.52,127798.13,142072.18,92277.14,162634.93,106227.09,141405.26,129283.78,174253.29,103354.79,73025.36,112346.42,202094.5,101243.57,127548.58,80642.71,132234.17,119334.8,114332.15,156640.96,128603.84,110136.69,114553.65,114607.48
268.0809,74926.17,109637.06,211302.62,287759.47,67215.04,172843.21,39699.81,32139.69,193465.86,165164.09,217591.28,154399.46,120018.64,67168.96,103397.23,498511.84,46815.29,68862.16,29265.46,224757.9,128127.25,346285.53,38393.14,5189774.35,3580342.28,80390.34,80852.62,129572.1,88593.51,38169.42,86425.81,116277.06,145138.02,85004.96,131288.61,220892.69,326951.66,55314.43,60676.29,366431.55,40432.58,174803.09,65890.44,27443.95,356344.21,122259.68,191681.44,179758.22,155095.44,192196.11,55711.4,184437.21,164622.64,550905.09,51041.43,58013.66,69318.27,53985.46,85684.54,962920.57,36520.5,261490.61,808200.1,91951.2,61480.07,64448.09,667052.51,58787.27,142148.04,41577.4,351544.86,99968.14,111743.0,221114.18,124904.4,125611.21,491382.5,59632.58
219.9275,127961.38,174041.4,182524.56,130565.87,149158.45,144517.23,153221.1,179381.47,110357.16,146324.27,113733.82,123618.21,128962.49,205734.68,95944.81,126383.09,164775.65,144991.07,110372.13,156208.84,165144.63,101411.85,158170.97,199203.49,94366.02,119991.26,156382.69,191092.16,139863.03,121390.92,131609.03,112084.04,168479.71,178313.07,133193.01,96988.11,125336.03,110613.36,137388.36,114774.79,200194.66,118587.66,113344.65,136717.24,215635.27,119289.38,123387.83,154680.81,204616.22,183291.67,160190.1,127605.22,153957.63,229783.76,157607.79,138558.49,116068.89,140580.37,138849.75,111250.24,172226.97,127457.41,168711.43,186504.68,112563.87,131858.82,177548.16,100280.94,172680.58,143257.19,132096.74,187660.5,171449.88,132590.22,121097.74,95027.15,133010.31,144735.29
366.1162,181578.96,219624.49,197715.74,129707.1,185959.86,128610.8,203055.78,177438.15,188862.61,138102.82,246368.44,163282.57,227662.56,136480.62,195596.14,152462.36,143997.73,147985.93,129323.39,202027.45,169315.45,131745.05,264655.53,148711.16,177327.04,212452.1,198286.88,154610.94,148565.58,161531.5,271444.05,137636.83,181831.06,143552.58,129465.15,170055.69,176157.42,228640.0,153740.42,158983.11,114201.69,246750.35,116853.94,188772.06,182254.29,231388.18,182586.05,140452.9,184099.39,145812.73,205572.8,185096.75,142576.18,153747.49,212518.82,176445.16,172388.18,200303.87,165447.76,131528.08,197160.81,142809.93,216255.35,198652.11,137630.45,145604.89,140120.7,119421.06,130247.22,175659.76,138352.58,162200.56,174448.13,167679.43,159572.03,178359.24,180880.33,164088.86
361.1585,144659.76,135499.5,127957.12,131327.68,154370.02,113601.1,124702.18,114440.34,153710.78,171439.59,123277.46,118472.45,158811.5,79214.41,108949.76,122081.41,93763.75,141361.76,147166.72,159131.59,154163.9,115159.15,180041.72,186776.83,154233.49,126356.68,143522.36,165632.64,83914.11,112438.32,151369.44,160783.32,166584.64,120852.03,122656.9,110979.67,138808.3,132177.12,152617.06,111810.75,145594.95,116582.83,155872.15,102109.17,137401.56,113081.64,153675.49,144954.29,108154.34,170345.83,129606.13,108561.97,142247.78,134992.02,128521.89,90596.58,131366.46,158699.02,142185.16,132967.7,137537.33,126778.2,134138.15,157449.52,175325.88,104817.13,89516.02,168477.3,123787.56,174125.13,140192.37,119610.9,121354.76,101718.39,118203.14,133827.94,134888.11,83576.27
525.8717,38232.93,47673.05,52999.1,33344.22,40185.55,40290.36,35629.02,42452.81,31396.08,38134.39,32538.29,36555.58,41770.78,39158.15,32340.33,49696.8,36413.75,38397.81,29895.18,45961.4,34041.82,35805.65,38623.83,51787.51,35321.08,39617.65,34357.88,40657.23,37423.44,35807.17,37032.13,33926.33,32736.14,48452.69,38597.42,42752.24,34451.42,33920.61,40507.62,40846.37,34660.05,40412.96,33333.94,44789.82,44568.77,33950.47,34290.88,44992.84,39902.51,35753.25,46173.22,29961.62,39840.26,57275.46,35123.1,39998.03,33850.92,45682.53,47095.12,39868.39,49953.37,38319.81,46056.27,42084.88,33639.4,36720.9,38050.19,43516.73,52229.27,39882.7,42401.24,45152.48,35021.05,36430.23,35202.61,28850.9,39799.18,31651.04
702.1719,90020.17,98272.28,113755.93,109357.99,114927.32,112688.93,89818.74,95453.34,107013.29,110136.8,105167.7,110588.29,117627.73,104248.16,102142.47,89606.55,99323.71,117907.99,117765.5,119220.88,109690.63,112255.98,95425.86,114604.45,106253.81,107075.22,98388.1,114677.27,110164.18,120942.59,108241.62,111175.26,99076.28,104812.11,108506.24,107361.06,92166.88,97924.47,121129.88,103193.59,106753.19,104961.2,116802.78,100585.71,88913.37,107527.39,118918.01,94380.95,103085.88,108973.9,112659.79,95920.26,104417.61,116861.59,106905.63,100080.25,109627.03,115514.55,100550.1,116716.61,97050.81,92825.96,67709.17,110046.36,120214.42,101000.94,83384.49,114134.3,97819.02,118897.62,105475.23,106913.26,98801.7,124377.4,92544.01,111702.21,109581.99,96637.09
336.0407,13885.69,15172.64,16899.6,12254.98,16242.19,11770.5,23007.18,14305.08,12773.79,10299.85,11031.79,17676.63,17265.74,17876.76,13486.62,17046.57,15065.52,26125.59,21019.52,23769.51,15290.92,17493.35,14834.58,22839.7,18433.24,25973.27,23820.12,20555.01,17268.85,12617.08,18548.37,18341.09,13016.28,18486.77,24317.29,26733.79,22411.19,15770.47,15222.87,13783.21,31940.01,12880.45,25699.24,16821.17,15776.48,10647.72,25737.8,19920.32,13452.55,13871.21,20160.27,13978.99,14200.33,21191.57,17816.11,14934.8,12535.47,19180.33,16122.08,9153.5,21005.26,13523.39,16411.57,31556.22,12747.93,12341.05,17394.02,21396.79,18128.08,18485.73,18554.92,8146.27,14893.42,7414.72,14436.67,17369.61,9926.52,15108.22
